tweet_id,tweet_text_x,text_info
917794024173563904,"Henry Cejudo suffers burns, loses gold medal in California wildfire — https://t.co/GkuLc60ZWl https://t.co/0gRZgSK4LU",informative
917794580728295424,More than 100 missing persons reports made in California wildfires https://t.co/614UWl30MO https://t.co/CBuNhzQ5xf,informative
917794360581869569,Southern California wildfires continue to rage as death toll rises to 11 https://t.co/idIRZsGZvX https://t.co/3zbQucj1UY,informative
917794892113498113,"RT @News12BX: California wildfires kill 10, destroy 1,500 buildings https://t.co/cKLrLVtXMe https://t.co/o1CGcHS57o",informative
917795098523512962,RT @R5_Fire_News: California large wildfire activity for October 10 #cawildfires #cafires https://t.co/Z0wWjwv42s,informative
917795236595863552,"11 dead, thousands homeless as wildfires torch California wine country https://t.co/n4OrOaOgEV #Heatwave #Wildfires https://t.co/H1EmUrnzjF",informative
917796307191951360,#breakingnews  #news Southern California Wildfire Remains Active - https://t.co/j2oqFz9qZD https://t.co/X4OTZgvTZl,informative
917797763282214913,"On today's PNS newscast: deadly wildfires ravage Northern California.

Listen now: https://t.co/wgmKAIWUiI https://t.co/BApQhkb51r",informative
917796883610820608,A quick rundown of what you need to know about the harrowing California wildfires https://t.co/iUsphXwGJM https://t.co/AxtLl0fNO9,informative
917796280377602048,Thousands flee as wildfires ravage northern California; 10 killed https://t.co/d3S3rVIQxV https://t.co/Y9UpznWXK0,informative
917796940900982786,How to help Napa fire victims: 8 things you can do for California’s Wine Country right now https://t.co/bydGBffp3I https://t.co/UCS3FuRAWc,informative
917797601763889160,From #ScienceNow - Wildfires Running Amok in California https://t.co/En6FOYnFRz #NASA #wildfires https://t.co/POBCpjD5CT,informative
917800657796595715,Save Mart Donating To #California Fire Victims https://t.co/RxWh4z76r3 #Bakersfield ὏0 https://t.co/me9yzYd5Bq,informative
917804456422473734,#California schools call off all sports because of rising smoke and ash from #CanyonFire2 https://t.co/ORXsOxqCbt https://t.co/u4MHO7hjeZ,informative
917804966823129093,NASA satellites capture breadth of Northern California wildfires https://t.co/jS8kmKxdRD @sdut https://t.co/SPBqnPAG3H,informative
917803905681121280,"RT @ArtemR: The headline photo... so surreal.

https://t.co/uRviBMNrIa

#santarosafire https://t.co/VMl3CH6KMR",informative
917803284936589313,"RT @ABC: California wildfire outbreak kills at least 11, among most deadly in state history: https://t.co/bYpu9NM6Ye https://t.co/2mPemtcbcq",informative
917811158282883073,"California is on fire, but this is the most important story on CNN right now. https://t.co/wZr0IkazYB",informative
917803185317859329,"I think Event: Wildfire has occurred in California
Tue Oct 10 12:25:03 2017 CDT https://t.co/zAy18tH5mj",informative
917804481970102272,"RT @GrantJKidney: Divine judgement? 

Deadly California wildfires can be seen from space. ὢE https://t.co/eFB1ffIlGb",informative
917805148600012800,RT @CurbedSF: How to help victims of the Northern California wildfire. https://t.co/A9JNNifssX https://t.co/RSr0s2ylaF,informative
917815168825995264,RT @monizcardozo: California wildfires: Residents find devastation in Santa Rosa https://t.co/3fuGJ5lW3t https://t.co/hNuXFATeh8,informative
917805494504443904,Major disaster declaration approved for the state of #California due to #wildfires. https://t.co/1qwnx2w70x,informative
917816344061542401,Watch California's wine-country #wildfires spread in these incredible new images from space https://t.co/etuVzJYbjE https://t.co/GsTzbmZsFp,informative
917807529479901184,Fire crews fighting deadly California blazes welcome cool fog https://t.co/PCkTWKuuy6 https://t.co/FRp3buTGkH,informative
917811151320338433,RT @VABVOX: #California is on fire &amp; no one except the people losing everything seem to care. https://t.co/rR87UUrhnd,informative
917806204012978176,"RT @Reuters: BREAKING: Ten people confirmed dead from Northern California wildfires, says state agency spokesman https://t.co/2ChrnJAccp",informative
917809119310041089,RT @TPM: Hundreds more firefighters deploy to battle deadly wildfires in California https://t.co/tZAuxT3Mx7 https://t.co/skuo4tHrWo,informative
917815040962695168,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",informative
917815040962695168,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",informative
917815040962695168,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",informative
917810972479381504,Deadly wildfires threaten thousands of acres of pot farms in California https://t.co/0L8vo60wL0 https://t.co/gODTxZcE4t,informative
917814656626020352,"‘Dice was really loaded’ for wildfires exploding in California, experts say. https://t.co/zTMGYsT372 https://t.co/uxZlF3iKPT",informative
917817114471346177,The fire ravaging parts of California wine country threatens the region’s $1 billion… https://t.co/Z1EGaUFVRH https://t.co/t9titXkO7W,informative
917817013409583106,Wildfires sweep through California wine country https://t.co/I0dE7JLM2t https://t.co/7tq5ayDpxx,informative
917818978629808129,RT @Jerusalem_Post: Jewish camp in Northern California ravaged by forest fire https://t.co/arZwuwL857 https://t.co/2VYPTI0ogP,informative
917819230732603397,"RT @GaryKTM: Wine Country Fire in Napa Valley, California. https://t.co/11Q98jC5UZ",informative
917821459321556992,"Thinking of all my California loved ones, friends and colleagues. Please be safe. #wildfires https://t.co/UsFddxrZeD",not_informative
917822041079861248,This viral before-and-after photo shows the harrowing damage of California wildfires https://t.co/TSAiy3Yry7 https://t.co/PmWWnaKRwR,informative
917818995377569793,"California wildfires hit wine country, burning hotels and threatening vineyards https://t.co/d7CzatbrPR",informative
917820560763183106,"California Wildfires Destroys Homes, 11 Dead and Many Missing - https://t.co/yITm6y0Yip https://t.co/GSCazL6cel",informative
917818543831261184,14 images show devastation left behind by Northern California wildfires https://t.co/4XnetYnnh9 https://t.co/hTWuo8XX4r,informative
917820422011449345,13 confirmed dead in #wildfires from Monday. Better conditions 2 fight the fires (way less wind) today #California https://t.co/ZMRzUlzmnq,informative
917820061758263296,LA News Biggest California Wildfires of All Time https://t.co/gZzDCxhVXD https://t.co/ZlTrWwlaOq,informative
917822562259931137,RT @Rincon_Music: (Radio Reports On California Wildfires) - https://t.co/JKlnvNczM8 https://t.co/yIRhhwft6z,not_informative
917822563807399936,Tuesday's Morning Email: Take A Look At The Wildfires Devastating California Wine Country https://t.co/usBx4boGjs https://t.co/1aebmF43Lz,informative
917822878124568577,"I just had to evacuate my home in California due to the wildfire. Obviously, I took the essentials. https://t.co/wUBzDS4xFA",informative
917825135884738560,"Map of #winecountryfire spread across Northern California. 
https://t.co/9dHUQk76ix https://t.co/9cmhC3brpC",informative
917825152636907523,RT @NBCNews: JUST IN: President Trump approves California disaster declaration for areas affected by wildfires https://t.co/wYVNZ1kEKG,not_informative
917825253694459904,Breaking: California Declares State Of Emergency Following Largest Wildfire Recorded https://t.co/PwGdn9B90C https://t.co/ismJsZLfAw,informative
917825267136995328,"RT @NBCSports: Olympic champion loses gold medal escaping California fire, report says https://t.co/1SmWTu3Iyl https://t.co/CUQmI3saLe",not_informative
917825712756805635,"While N. California burns, a separate wildfire has prompted mass evacuations near Disneyland https://t.co/ynP5xAPjcH https://t.co/nKpzHdvQDG",informative
917826107575062530,RT @TVTye: Scary &amp; creepy -- the California wildfires as a backdrop to @Disneyland. (Via:  Kennya Boulter) @wkyc https://t.co/2WcbI3LQWM,informative
917826458256596997,"Breweries, Employees Impacted by California Wine Country Wildfires https://t.co/MXun8XbPQ6 https://t.co/bZwsuPAvL8",informative
917826687848603648,"San Francisco is currently super hazy, per the Northern California fire. Stay safe everybody https://t.co/7tWrqU2O0S https://t.co/PtFNGsf5EC",informative
917826948625088512,RT @thaddog: California is really on fire ὡ5 somthing ain’t right ὡ2 #Pray4California https://t.co/jFMC5wdetG,informative
917827102308671488,California Wildfires: How Climate Change Could Make The Problem Worse https://t.co/B3HEn2Tpv1 https://t.co/SCAZMuumgk,not_informative
917827226372132864,GoFundMe: How to Immediately Help Those Impacted by the California Wildfires #webdesign… https://t.co/zfxatzvQWY https://t.co/Dlp5iL7rww,not_informative
917827272148606977,"As deadly fires ravage California wine country, officials prepare for further fatalities https://t.co/qyELUB8Msz https://t.co/KY25YBvAZG",informative
917827701431570432,Destruction in Southern California Fire https://t.co/iJmf7CRLz8 https://t.co/XpyaFHa8b3,informative
917827928968318976,Southern California Wildfire Burns Exclusive Anaheim Hills Community https://t.co/dl5nUmOg3h https://t.co/g3Yl8N2C9L,informative
917828283047260161,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,informative
917828283047260161,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,informative
917828283047260161,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,informative
917828328475680768,'Public calamity' as California wildfires leave apocalyptic scenes in wine country https://t.co/MnBMbzXTNS https://t.co/K2yjhLF8zA,informative
917828356388900865,"11 dead, 100 injured. Wildfires ravage Northern California with shocking speed. https://t.co/jbCX5o7xVd https://t.co/Pj4tbLDihE",informative
917828415373189120,Northern California Wildfires Rage in New Photo from Space https://t.co/gJGHsDDk7y https://t.co/FmL6SCAHqY,informative
917828788473552896,Wild fire’s in California looks like Fallout Source: https://t.co/Zy2y2tJdjP #fallout #fo4 #bethesda #fallout4 https://t.co/9DI9kxnpHK,informative
917828826083840000,"Wildfires have ravaged areas all across California, destroying over 1500 properties https://t.co/pW39HlvyJ2 https://t.co/xtSP7rvF6Z",informative
917828952533716994,"Terrifying photos show deadly wildfires rampaging across California, fed by wicked winds - … https://t.co/BFA7TL5zPO https://t.co/fT0flkqMEO",informative
917829116220473345,"RT @mattmarohl: Deadly fires sweep across California, compounding a historic fire season https://t.co/r7Hzt90njB https://t.co/JcmNCarDIy",informative
917829163259592704,"RT @KUTVRon: At least 10 people dead, 20-thousand evacuated in California wildfires. Coverage now on #2NEWSAM https://t.co/5r3E4FEAdm",informative
917829232423731200,RT @FiveThirtyEight: Cities in Southern California can’t escape the fire at their door. https://t.co/NcqWf6DOSW https://t.co/BTsqsaPhJM,informative
917829663552045057,#California #wildfires: 10 killed in 'unprecedented' wine country blaze. Via @guardianeco https://t.co/kpSUAExyNJ https://t.co/oNhA2IWWTl,informative
917829763812618240,Our hearts are with all those affected by the devastating wildfires in our home state of California. https://t.co/bI69W9T18y,not_informative
917829942133575681,"Smoke, wildfires damage California's famed wine country https://t.co/EuYrde8eCe https://t.co/D3bQfq6l7Z",informative
917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",not_informative
917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",not_informative
917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",not_informative
917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",not_informative
917830113529618433,HOW MANY FIRE FIGHTERS ARE ILLEGAL ALIENS IN CALIFORNIA?  JERRY BROWN? USE YOU DEAR LOVED CITIZENS. https://t.co/9Lsj838Plg,not_informative
917830152159092736,"RT @CityLab: ""Diablo winds"" are sparking massive wildfires in California https://t.co/SLJXmCUSNh https://t.co/1AGnRasWg5",informative
917830920907890688,"RT @FFBehavior: California Working.  All of it.
https://t.co/O3xgkAz8Fe (AP Photo/Rich Pedroncelli) https://t.co/nv2ocfuWGV",not_informative
917831645218136065,"As Wildfires Spread Through California, Find Out How You Can Help Victims https://t.co/GWRGtSy4dJ https://t.co/OU8tqYhbWm",informative
917831909111222272,"""An Inferno Like You've Never Seen"": Deadly Wildfires Ravage California https://t.co/mbQngoO5at via @truthout https://t.co/mXeCSp9seE",not_informative
917831945802919938,"An aerial photo of the devastation left behind from the North Bay wildfires north of San Francisco, California. https://t.co/vfxXT13qIH",informative
917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,not_informative
917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,not_informative
917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,not_informative
917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,not_informative
917832175881412608,[WATCH] US space satellite cameras spot California fire smoke https://t.co/VvNXjJoIR6 https://t.co/SQKwFcVAcF,informative
917832248048496640,RT @sapphixy: Prisoners rescue deaf dogs evacuating California fire: 'We sprung into action' https://t.co/TJUYSjimm6 https://t.co/2KwbCrUagJ,informative
917833777812066304,California has a large Mediterranean climate ... a setup for wildfires. @weatherchannel (Photo: PRISM climate group) https://t.co/CgJ9e123cM,informative
917833850746822656,"#SonomaFires #NapaFire #NapaFires
Expert: Global warming contributed to California wildfires: https://t.co/YaYllqzbcZ",informative
917833987824979968,"Satellite image of California last night.
 
Those aren’t lights.
They’re wildfires. https://t.co/MGQoEg87Ne",informative
917834588814155776,RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate — VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl,informative
917834588814155776,RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate — VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl,informative
917834628290920448,Fire swept through Northern California early Monday morning.  https://t.co/crmtxj8IPa https://t.co/FxpdGjKXek,informative
917835067069788162,"Couple, ages 100 and 98, die in California wildfire https://t.co/KiNLo4LaVn https://t.co/qnJLB4EEvh",informative
917835123890049025,"Napa Fire Map: Napa Valley Timeline, Death Toll From Wildfire Destruction Across California https://t.co/FoSl5dW0f6 https://t.co/AHTuAQ5Lwn",informative
917835421073031168,Cincinnati couple escapes California wildfires https://t.co/5A1O8RsA6l https://t.co/8pa3El1axH,informative
917836387155677185,"RT @mashable: Striking satellite images show smoke, heat from California wildfires https://t.co/Hf6jxfGIy7 https://t.co/RVTugP7A4i",informative
917836899410235392,"Smoke and flame rise from the Hilton Sonoma Wine Country during the Tubbs Fire in Santa Rosa, California https://t.co/CngMTiCHaT",informative
917836981291413507,"Wildfires Sweep Across Northern California; 15 Are Dead by THOMAS FULLER, JONAH ENGEL… https://t.co/sAMEhGas56 https://t.co/wqufc3TG2f",informative
917837517562445824,Before and after photos show destruction caused by California wildfires https://t.co/yU5cdS35xC https://t.co/SBToH6Fesq,informative
917837541713334272,Wildfires are endangering parts of California's $2 billion weed industry https://t.co/O5SElsCkOG https://t.co/unpKNxteR0,informative
917837755891240960,Medtronic evacuates California facilities because of wildfires Via StarTribune https://t.co/2OD5LgBDgd https://t.co/gDyE7hVyab,informative
917838403722534913,"Churches shelter California fire victims, dozens of Mormons assist those who lost homes https://t.co/YzWSUY9xHw https://t.co/ODHYTRpTJL",informative
917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,informative
917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,informative
917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,informative
917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,informative
917839185779806208,USA: California wildfires devastate Silverado Trail wineries https://t.co/42lbiBJvew https://t.co/fpmLDhjX8s,informative
917840040558055424,Our Newest Story (Wildfires blaze in California) is being shared on Online News Gazette - https://t.co/x5VDBAqtFV https://t.co/BqdHgGOs35,informative
917840110296752134,From #NOAANow - VIIRS Data Captures Raging Wildfires in California | https://t.co/xQ71RMDOTt #NOAA https://t.co/bwhyzXGXXg,informative
917840814285443072,"Classless Trump Insults California By Sending Warm Respects During Wildfire https://t.co/sI9112aDDd https://t.co/hUJ9o9eps5

— #Resist (Z…",not_informative
917841184814436353,"More updates on all those wildfires ... Napa, people had ""minutes"" to get out. Video: https://t.co/8Jxol3oR0j https://t.co/IVyJgJvjuj",informative
917842240646664192,RT @wildfiretoday: Wildfires erupt overnight in California’s wine country https://t.co/NeTUqMkpOu https://t.co/6RY0tq0y9f,informative
917842481575841792,15 dead as emergency crews continue to battle multiple fires tearing through wine country. https://t.co/sDngQjPs5o https://t.co/T4UKabCH8l,informative
917842724551667712,"Santa Rosa California Wildfires Force Evacuations, Kill 10 People, Destroy Homes https://t.co/QnZwuCPMA7 https://t.co/POQ6Qj7QBS",informative
917842924032929793,Photos Capture Apocalyptic Aftermath Of California #Wildfires https://t.co/rh7VHkjiBA https://t.co/2obDE52yvq,informative
917843187187814400,We are only One hour away from our live updates for the wildfires/brush fires in California https://t.co/SN4CG5X6pT,not_informative
917843997673996288,Campground at @RaceSonoma open to evacuees from Northern California wildfires https://t.co/2ahOZlJtAE https://t.co/HllYlk9DzD,informative
917844223021293569,Whole neighborhoods wiped out in Santa Rosa as wildfires scorch California https://t.co/owZQHjkQjV https://t.co/KCtrsZAArp,informative
917844462662967297,Climatologist explains why ‘the conditions are primed for fire’ in California https://t.co/sbN5XvdfDb https://t.co/a8Ugh9N8gc,not_informative
917844475686162437,"MMA Fighter Suffers Burns Escaping California Fire, Lose His Olympic Gold Medal https://t.co/GdEts3oxaa #mma #ufc https://t.co/36eAwIPUaV",not_informative
917844496137601024,Weather conditions will slowly improve for #California #wildfires onshore flow returns https://t.co/rbHUsIkbdC https://t.co/GpAKmLMQZc,informative
917844519890153472,"Aftermath of a Fire
La Honda California
USA • 1976©jt

#blackandwhitephotography https://t.co/UIgeNLjREi",informative
917845599642255360,15 now reported dead in California wine country wildfires and death toll expected to rise https://t.co/WaQ3EmO53c https://t.co/oH9OBUg6cQ,informative
917846485965959168,RT @thisisinsider: Photos show how wildfires are ravaging parts of California's wine country https://t.co/wvlgd0FG7G https://t.co/q52MEr9Uxw,informative
917847260200886275,The Latest: Trump vows help in fighting California wildfires https://t.co/J4sSqS08l9 https://t.co/kpBn5N429n,not_informative
917847652062162944,"How did Western Wildfires start? ὣ3ὣ3ὣ3ὃ9
https://t.co/hkrwozu9Lu https://t.co/xaLlOsycKv",informative
917848117084430336,"Neighborhoods swallowed up by flames as toll rises in California wildfires 
CLICK BELOW FOR FULL STORY...
... https://t.co/oVThY6RZWI",informative
917848191051206656,"Deadly fires ravage California’s wine country, leaving at least 15 dead, more than 150 missi https://t.co/xM7AQZZ5pw https://t.co/25bqB3g4F4",informative
917848209661112320,Is California safe? Latest travel update as deadly wildfires devastate US state https://t.co/VfJqvRaYZo https://t.co/9dVxJkShjP,informative
917848283120394241,Thousands evacuate as wildfires burn up homes and businesses in California https://t.co/QeRlwH7FD2 https://t.co/DJ2SMjlmjv,informative
917848318595751936,The California wildfires seen yesterday from space via @NASAEarthData. https://t.co/FdqTi7h6W4,not_informative
917848503568818183,"RT @MoradNews: Photo of Santa Rosa city in #California, #US, before and after wildfire. #SantaRosaFire https://t.co/RVfZPmETlT",informative
917849898963349510,"MMA Fighter Breaks Ankle Escaping California Fire, Upcoming UFC Bout in Doubt https://t.co/cvq9UXS0io https://t.co/DHhueb0Piv",not_informative
917850123543171073,"The world's only 747 supertanker is fighting California's wildfires right now. 
https://t.co/2XsL0eSnoJ https://t.co/MJuZk8Ds2q",informative
917850510400589824,RT @GrantJKidney: Deadly California wildfire caught on film... https://t.co/0FuzDzUC4p,informative
917851111406604288,Time-lapse video shows Northern California wildfire smoke in SF Bay. https://t.co/dFi8uDCtJU https://t.co/W2jA56S4zM,not_informative
917851589053943813,California's wildfires gave Disneyland an apocalyptic glow https://t.co/LRvGpKcC9n https://t.co/E5Nd9snQsf,not_informative
917851921943318528,RT @THV11: California wildfires are visible from space using nighttime imaging https://t.co/VkDyrP7NyV https://t.co/87WXbYxd2T,not_informative
917851944420610049,Smoke from N. California wildfires drifting into Central Oregon. Cold front should push smoke out of area tonight https://t.co/xY1EtaCdo0,informative
917852446898102272,"California on fire, as seen from space. Aqua satellite, dated 9 Oct 2017 at 21:50 UTC (2:50 PM local time). https://t.co/xdXOTk18w6",not_informative
917852634408783872,Wildfires in California created an orange glow over Disneyland. Latest updates: https://t.co/I87Kd0cVsQ https://t.co/ACgj9hyjNJ,not_informative
917853524301623298,Smoke from California wildfires fills sky at Disneyland https://t.co/dgzhgY3x8V https://t.co/UMVxfkkOVP,informative
917854866571255808,California's deadly wildfires kill over a dozen people https://t.co/gZxgnbygnU https://t.co/rsx9Eb7uGS,informative
917855444475023361,Safari park's #Animals in 'very dangerous' situation in wake of California #Wildfires https://t.co/JkljaP5Rko https://t.co/sMzcsWFrpD,informative
917855837254770688,60 GeoEngineered Fire Storms in Northern California Out of Nowhere https://t.co/vsoAI0Zpn8 https://t.co/H6LxsUbxSZ,informative
917856015219154945,"California Wildfires: Wine Costs Could Spike, But That's Not All https://t.co/fxOzme0NYO https://t.co/XRM1KSNFvV",informative
917856082457894912,California on Fire: These Female Inmates Are Fighting the Blazes https://t.co/Mz71MkySC1 https://t.co/dPPpiZkCKC,informative
917856156059623424,"Latest Forecast for CA Wildfires

From The Weather Channel iPhone App https://t.co/5Ds8wOoIBI https://t.co/7ipI1iS0mB",informative
917856722315874306,California #wildfires devour area size of a football field every 3 seconds https://t.co/P0pGA2ypW4 https://t.co/nW5cENE0Xf,informative
917857421250441218,California wildfires: As Trump pledges help here's what travellers need to know https://t.co/gDDzmRziIl https://t.co/4CJ2xl5Ume,informative
917857531656933376,Alliance Family Impacted by California Wildfires https://t.co/EnQYj7udp4 https://t.co/4JN51o5JPc,informative
917858042615656448,Join us in praying for those affected by the California wildfires. Psalm 91:1 (ESV) https://t.co/bt3H0EcEow,informative
917858237948424202,Damaged cell towers create communication problems in Northern California fire zone https://t.co/htzT3iLcs7 https://t.co/Ca5NopmhJl,informative
917858418140110854,Klay Thompson Says Wildfires in California Put Life in Perspective #Warriors  https://t.co/CpIIxd4Cnz https://t.co/NCpfGA0YuF,informative
917861480673902592,"LIVE: Northern California wildfire briefing from the Sonoma County Sheriff's Office.
https://t.co/XfHWRuwWhO https://t.co/U0NcqhpCWG",not_informative
917861564002181120,California Wildfires Trigger Employer Emergency Action Plans https://t.co/Ey3gNvpiVX https://t.co/UF3U9AN27j,informative
917862029465026560,How one Northern California winemaker is coping with the catastrophic wildfires https://t.co/pjXEnTm0qz https://t.co/97U3XWPv0f,informative
917862609713446915,California Wildfires: What’s Next? #Insurance https://t.co/zwybxFpRiF https://t.co/qQ38GwNBCD,not_informative
917863129161252865,UPDATE: ‘Worst year on record’ for cannabis harvests amid widespread California wildfires https://t.co/uNv6yAz8Ry https://t.co/mCm2OLUTnk,informative
917863283419357185,The Latest: California's senators call for hastened fire aid https://t.co/45zf0goIZG https://t.co/DJiaG0zeVe,informative
917864087438049280,"#Californiawildfires devastate Cardinal Newman athletes, #SantaRosa community https://t.co/xlNE06TSrY https://t.co/OdrqGc8I8q",informative
917864781616435201,RT @yeeitsanthonyy: Disney’s California Adventure is on fire ὒ5 https://t.co/xqZ2jbSMJM,informative
917864819994263553,Northern #California #wildfires claim more lives as massive blaze spreads (VIDEOS) https://t.co/TNPNjwoUhe https://t.co/F0Vn2B1kRF,informative
917864853015969792,What fueled California's lethal wildfires that seemed to come out of nowhere? https://t.co/eXO4r3UVOI https://t.co/DLjRFfI6A6,informative
917864900101152768,"As Northern California wildfires rage, ‘real estate must go on’ https://t.co/fWHmdu0Cvj #realestate https://t.co/eM5IlessjY",informative
917865131182297088,PELOSI wants the disaster relief package updated to include aid to California victims of the wildfires. https://t.co/NdDf0CvC0l,informative
917865143639318528,@Uniocracy California Targeted:  NWO?  https://t.co/NfBGN1AwGO https://t.co/PxCYGVqA4y,not_informative
917866615936618497,"Remarks by Vice President Mike Pence After Briefing on California Wildfires
https://t.co/z34VGayPyS https://t.co/R1CKp5zdgO",informative
917866755363442688,@KamalaHarris ⁉️Blue Sparks Came Out The Sky⁉️ https://t.co/NfBGN1AwGO https://t.co/s5g8XaMBU5,informative
917867122679676928,LA News This Is What the California Wildfires Look Like From Space https://t.co/2XI1wYnLdq https://t.co/ZiGHIzjzeG,informative
917868035423080449,Colorado-based SuperTanker takes on California wildfires: https://t.co/I26TV6hefI https://t.co/HgtU7Dw9dx,informative
917868703705735168,@LiverLipLouie Is California the Deep State?  https://t.co/NfBGN1AwGO https://t.co/frktLQbDoH,not_informative
917869210499399680,Sorry to see the round barn in Santa Rosa destroyed by fire https://t.co/gbokGRO50m https://t.co/tRKPVoLMms,informative
917869868946296832,Hundreds of Federal Personnel Aiding in Fighting California Wildfires https://t.co/DaOBRSN1pF https://t.co/At3Dq0Cr6o,informative
917870493058904064,Airbnb Open Homes offers free shelter to California wildfire victims https://t.co/nZs15K3hj7,informative
917871673092620289,"Fires, hurricanes, droughts, extreme storms. Wait, is something going on with our climate? https://t.co/SeEhC5deDh https://t.co/1xLE2VWSjO",not_informative
917871713823502336,@RealOmarNavarro @SchnauzerMom777 ⁉️Can You Stop the Weather Wars⁉️ https://t.co/NfBGN1AwGO https://t.co/vtns7UAGo6,not_informative
917871765388517376,California family narrowly escapes raging wildfire that destroyed their town https://t.co/nF64L5x6II https://t.co/XKm9i8aXTf,informative
917871832467955714,The science behind the fast-moving wildfires that are devastating California https://t.co/r7WciJg7YA #SocialMedia https://t.co/5v6kNX9JXi,informative
917871941205164032,"Parts of northern California have been ravaged by intense wildfires that have now consumed ~100,000 acres of land: https://t.co/l9ELY3WhyI",informative
