,tweet_id,tweet_text,text_info,KMeans(n_clusters=2),Birch(n_clusters=2),AgglomerativeClustering(),ensemble
33,917804481970102272,"RT @GrantJKidney: Divine judgement? 

Deadly California wildfires can be seen from space. ὢE https://t.co/eFB1ffIlGb",1,0.0,0,0,0
34,917805148600012800,RT @CurbedSF: How to help victims of the Northern California wildfire. https://t.co/A9JNNifssX https://t.co/RSr0s2ylaF,1,1.0,1,1,1
35,917815168825995264,RT @monizcardozo: California wildfires: Residents find devastation in Santa Rosa https://t.co/3fuGJ5lW3t https://t.co/hNuXFATeh8,1,1.0,1,1,1
36,917805494504443904,Major disaster declaration approved for the state of #California due to #wildfires. https://t.co/1qwnx2w70x,1,0.0,0,0,0
37,917816344061542401,Watch California's wine-country #wildfires spread in these incredible new images from space https://t.co/etuVzJYbjE https://t.co/GsTzbmZsFp,1,1.0,1,1,1
38,917807529479901184,Fire crews fighting deadly California blazes welcome cool fog https://t.co/PCkTWKuuy6 https://t.co/FRp3buTGkH,1,1.0,1,1,1
39,917811151320338433,RT @VABVOX: #California is on fire &amp; no one except the people losing everything seem to care. https://t.co/rR87UUrhnd,1,0.0,0,0,0
40,917806204012978176,"RT @Reuters: BREAKING: Ten people confirmed dead from Northern California wildfires, says state agency spokesman https://t.co/2ChrnJAccp",1,0.0,0,0,0
41,917809119310041089,RT @TPM: Hundreds more firefighters deploy to battle deadly wildfires in California https://t.co/tZAuxT3Mx7 https://t.co/skuo4tHrWo,1,1.0,1,1,1
42,917815040962695168,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",1,1.0,1,1,1
43,917815040962695168,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",1,1.0,1,1,1
44,917815040962695168,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",1,1.0,1,1,1
45,917810972479381504,Deadly wildfires threaten thousands of acres of pot farms in California https://t.co/0L8vo60wL0 https://t.co/gODTxZcE4t,1,1.0,1,1,1
46,917814656626020352,"‘Dice was really loaded’ for wildfires exploding in California, experts say. https://t.co/zTMGYsT372 https://t.co/uxZlF3iKPT",1,1.0,1,1,1
47,917817114471346177,The fire ravaging parts of California wine country threatens the region’s $1 billion… https://t.co/Z1EGaUFVRH https://t.co/t9titXkO7W,1,1.0,1,1,1
48,917817013409583106,Wildfires sweep through California wine country https://t.co/I0dE7JLM2t https://t.co/7tq5ayDpxx,1,1.0,1,1,1
49,917818978629808129,RT @Jerusalem_Post: Jewish camp in Northern California ravaged by forest fire https://t.co/arZwuwL857 https://t.co/2VYPTI0ogP,1,1.0,1,1,1
50,917819230732603397,"RT @GaryKTM: Wine Country Fire in Napa Valley, California. https://t.co/11Q98jC5UZ",1,0.0,0,0,0
51,917821459321556992,"Thinking of all my California loved ones, friends and colleagues. Please be safe. #wildfires https://t.co/UsFddxrZeD",0,0.0,0,0,0
52,917822041079861248,This viral before-and-after photo shows the harrowing damage of California wildfires https://t.co/TSAiy3Yry7 https://t.co/PmWWnaKRwR,1,1.0,1,1,1
53,917818995377569793,"California wildfires hit wine country, burning hotels and threatening vineyards https://t.co/d7CzatbrPR",1,0.0,1,1,1
54,917820560763183106,"California Wildfires Destroys Homes, 11 Dead and Many Missing - https://t.co/yITm6y0Yip https://t.co/GSCazL6cel",1,1.0,1,1,1
55,917818543831261184,14 images show devastation left behind by Northern California wildfires https://t.co/4XnetYnnh9 https://t.co/hTWuo8XX4r,1,1.0,1,1,1
56,917820422011449345,13 confirmed dead in #wildfires from Monday. Better conditions 2 fight the fires (way less wind) today #California https://t.co/ZMRzUlzmnq,1,0.0,0,0,0
57,917820061758263296,LA News Biggest California Wildfires of All Time https://t.co/gZzDCxhVXD https://t.co/ZlTrWwlaOq,1,1.0,1,1,1
58,917822562259931137,RT @Rincon_Music: (Radio Reports On California Wildfires) - https://t.co/JKlnvNczM8 https://t.co/yIRhhwft6z,0,1.0,1,1,1
59,917822563807399936,Tuesday's Morning Email: Take A Look At The Wildfires Devastating California Wine Country https://t.co/usBx4boGjs https://t.co/1aebmF43Lz,1,1.0,1,1,1
60,917822878124568577,"I just had to evacuate my home in California due to the wildfire. Obviously, I took the essentials. https://t.co/wUBzDS4xFA",1,0.0,1,0,1
61,917825135884738560,"Map of #winecountryfire spread across Northern California. 
https://t.co/9dHUQk76ix https://t.co/9cmhC3brpC",1,1.0,1,1,1
62,917825152636907523,RT @NBCNews: JUST IN: President Trump approves California disaster declaration for areas affected by wildfires https://t.co/wYVNZ1kEKG,0,0.0,0,0,0
63,917825253694459904,Breaking: California Declares State Of Emergency Following Largest Wildfire Recorded https://t.co/PwGdn9B90C https://t.co/ismJsZLfAw,1,1.0,1,1,1
64,917825267136995328,"RT @NBCSports: Olympic champion loses gold medal escaping California fire, report says https://t.co/1SmWTu3Iyl https://t.co/CUQmI3saLe",0,1.0,1,1,1
65,917825712756805635,"While N. California burns, a separate wildfire has prompted mass evacuations near Disneyland https://t.co/ynP5xAPjcH https://t.co/nKpzHdvQDG",1,1.0,1,1,1
66,917826107575062530,RT @TVTye: Scary &amp; creepy -- the California wildfires as a backdrop to @Disneyland. (Via:  Kennya Boulter) @wkyc https://t.co/2WcbI3LQWM,1,0.0,0,0,0
67,917826458256596997,"Breweries, Employees Impacted by California Wine Country Wildfires https://t.co/MXun8XbPQ6 https://t.co/bZwsuPAvL8",1,1.0,1,1,1
68,917826687848603648,"San Francisco is currently super hazy, per the Northern California fire. Stay safe everybody https://t.co/7tWrqU2O0S https://t.co/PtFNGsf5EC",1,1.0,1,0,1
69,917826948625088512,RT @thaddog: California is really on fire ὡ5 somthing ain’t right ὡ2 #Pray4California https://t.co/jFMC5wdetG,1,0.0,0,0,0
70,917827102308671488,California Wildfires: How Climate Change Could Make The Problem Worse https://t.co/B3HEn2Tpv1 https://t.co/SCAZMuumgk,0,1.0,1,1,1
71,917827226372132864,GoFundMe: How to Immediately Help Those Impacted by the California Wildfires #webdesign… https://t.co/zfxatzvQWY https://t.co/Dlp5iL7rww,0,1.0,1,1,1
72,917827272148606977,"As deadly fires ravage California wine country, officials prepare for further fatalities https://t.co/qyELUB8Msz https://t.co/KY25YBvAZG",1,1.0,1,1,1
73,917827701431570432,Destruction in Southern California Fire https://t.co/iJmf7CRLz8 https://t.co/XpyaFHa8b3,1,1.0,1,1,1
74,917827928968318976,Southern California Wildfire Burns Exclusive Anaheim Hills Community https://t.co/dl5nUmOg3h https://t.co/g3Yl8N2C9L,1,1.0,1,1,1
75,917828283047260161,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,1,1.0,1,1,1
76,917828283047260161,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,1,1.0,1,1,1
77,917828283047260161,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,1,1.0,1,1,1
78,917828328475680768,'Public calamity' as California wildfires leave apocalyptic scenes in wine country https://t.co/MnBMbzXTNS https://t.co/K2yjhLF8zA,1,1.0,1,1,1
79,917828356388900865,"11 dead, 100 injured. Wildfires ravage Northern California with shocking speed. https://t.co/jbCX5o7xVd https://t.co/Pj4tbLDihE",1,1.0,1,1,1
80,917828415373189120,Northern California Wildfires Rage in New Photo from Space https://t.co/gJGHsDDk7y https://t.co/FmL6SCAHqY,1,1.0,1,1,1
81,917828788473552896,Wild fire’s in California looks like Fallout Source: https://t.co/Zy2y2tJdjP #fallout #fo4 #bethesda #fallout4 https://t.co/9DI9kxnpHK,1,1.0,1,1,1
82,917828826083840000,"Wildfires have ravaged areas all across California, destroying over 1500 properties https://t.co/pW39HlvyJ2 https://t.co/xtSP7rvF6Z",1,1.0,1,1,1
83,917828952533716994,"Terrifying photos show deadly wildfires rampaging across California, fed by wicked winds - … https://t.co/BFA7TL5zPO https://t.co/fT0flkqMEO",1,1.0,1,1,1
84,917829116220473345,"RT @mattmarohl: Deadly fires sweep across California, compounding a historic fire season https://t.co/r7Hzt90njB https://t.co/JcmNCarDIy",1,1.0,1,1,1
85,917829163259592704,"RT @KUTVRon: At least 10 people dead, 20-thousand evacuated in California wildfires. Coverage now on #2NEWSAM https://t.co/5r3E4FEAdm",1,0.0,0,0,0
86,917829232423731200,RT @FiveThirtyEight: Cities in Southern California can’t escape the fire at their door. https://t.co/NcqWf6DOSW https://t.co/BTsqsaPhJM,1,1.0,1,1,1
87,917829663552045057,#California #wildfires: 10 killed in 'unprecedented' wine country blaze. Via @guardianeco https://t.co/kpSUAExyNJ https://t.co/oNhA2IWWTl,1,1.0,1,1,1
88,917829763812618240,Our hearts are with all those affected by the devastating wildfires in our home state of California. https://t.co/bI69W9T18y,0,0.0,0,0,0
89,917829942133575681,"Smoke, wildfires damage California's famed wine country https://t.co/EuYrde8eCe https://t.co/D3bQfq6l7Z",1,1.0,1,1,1
90,917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",0,0.0,0,0,0
91,917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",0,0.0,0,0,0
92,917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",0,0.0,0,0,0
93,917830092620836864,"Playing with my new friend, Chai.  She's a California fire evacuee starting with us for a few days. I ❤️ her! https://t.co/Z5PmkUyUJ5",0,0.0,0,0,0
94,917830113529618433,HOW MANY FIRE FIGHTERS ARE ILLEGAL ALIENS IN CALIFORNIA?  JERRY BROWN? USE YOU DEAR LOVED CITIZENS. https://t.co/9Lsj838Plg,0,0.0,0,0,0
95,917830152159092736,"RT @CityLab: ""Diablo winds"" are sparking massive wildfires in California https://t.co/SLJXmCUSNh https://t.co/1AGnRasWg5",1,1.0,1,1,1
96,917830920907890688,"RT @FFBehavior: California Working.  All of it.
https://t.co/O3xgkAz8Fe (AP Photo/Rich Pedroncelli) https://t.co/nv2ocfuWGV",0,1.0,1,1,1
97,917831645218136065,"As Wildfires Spread Through California, Find Out How You Can Help Victims https://t.co/GWRGtSy4dJ https://t.co/OU8tqYhbWm",1,1.0,1,1,1
98,917831909111222272,"""An Inferno Like You've Never Seen"": Deadly Wildfires Ravage California https://t.co/mbQngoO5at via @truthout https://t.co/mXeCSp9seE",0,1.0,1,1,1
99,917831945802919938,"An aerial photo of the devastation left behind from the North Bay wildfires north of San Francisco, California. https://t.co/vfxXT13qIH",1,0.0,0,0,0
100,917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,0,0.0,0,0,0
101,917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,0,0.0,0,0,0
102,917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,0,0.0,0,0,0
103,917832022017445888,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,0,0.0,0,0,0
104,917832175881412608,[WATCH] US space satellite cameras spot California fire smoke https://t.co/VvNXjJoIR6 https://t.co/SQKwFcVAcF,1,1.0,1,1,1
105,917832248048496640,RT @sapphixy: Prisoners rescue deaf dogs evacuating California fire: 'We sprung into action' https://t.co/TJUYSjimm6 https://t.co/2KwbCrUagJ,1,1.0,1,1,1
106,917833777812066304,California has a large Mediterranean climate ... a setup for wildfires. @weatherchannel (Photo: PRISM climate group) https://t.co/CgJ9e123cM,1,0.0,1,1,1
107,917833850746822656,"#SonomaFires #NapaFire #NapaFires
Expert: Global warming contributed to California wildfires: https://t.co/YaYllqzbcZ",1,0.0,0,0,0
108,917833987824979968,"Satellite image of California last night.
 
Those aren’t lights.
They’re wildfires. https://t.co/MGQoEg87Ne",1,0.0,0,0,0
109,917834588814155776,RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate — VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl,1,1.0,1,1,1
110,917834588814155776,RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate — VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl,1,1.0,1,1,1
111,917834628290920448,Fire swept through Northern California early Monday morning.  https://t.co/crmtxj8IPa https://t.co/FxpdGjKXek,1,1.0,1,1,1
112,917835067069788162,"Couple, ages 100 and 98, die in California wildfire https://t.co/KiNLo4LaVn https://t.co/qnJLB4EEvh",1,1.0,1,1,1
113,917835123890049025,"Napa Fire Map: Napa Valley Timeline, Death Toll From Wildfire Destruction Across California https://t.co/FoSl5dW0f6 https://t.co/AHTuAQ5Lwn",1,1.0,1,1,1
114,917835421073031168,Cincinnati couple escapes California wildfires https://t.co/5A1O8RsA6l https://t.co/8pa3El1axH,1,1.0,1,1,1
115,917836387155677185,"RT @mashable: Striking satellite images show smoke, heat from California wildfires https://t.co/Hf6jxfGIy7 https://t.co/RVTugP7A4i",1,1.0,1,1,1
116,917836899410235392,"Smoke and flame rise from the Hilton Sonoma Wine Country during the Tubbs Fire in Santa Rosa, California https://t.co/CngMTiCHaT",1,0.0,0,0,0
117,917836981291413507,"Wildfires Sweep Across Northern California; 15 Are Dead by THOMAS FULLER, JONAH ENGEL… https://t.co/sAMEhGas56 https://t.co/wqufc3TG2f",1,1.0,1,1,1
118,917837517562445824,Before and after photos show destruction caused by California wildfires https://t.co/yU5cdS35xC https://t.co/SBToH6Fesq,1,1.0,1,1,1
119,917837541713334272,Wildfires are endangering parts of California's $2 billion weed industry https://t.co/O5SElsCkOG https://t.co/unpKNxteR0,1,1.0,1,1,1
120,917837755891240960,Medtronic evacuates California facilities because of wildfires Via StarTribune https://t.co/2OD5LgBDgd https://t.co/gDyE7hVyab,1,1.0,1,1,1
121,917838403722534913,"Churches shelter California fire victims, dozens of Mormons assist those who lost homes https://t.co/YzWSUY9xHw https://t.co/ODHYTRpTJL",1,1.0,1,1,1
122,917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,1,1.0,1,1,1
123,917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,1,1.0,1,1,1
124,917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,1,1.0,1,1,1
125,917839142880468994,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,1,1.0,1,1,1
126,917839185779806208,USA: California wildfires devastate Silverado Trail wineries https://t.co/42lbiBJvew https://t.co/fpmLDhjX8s,1,1.0,1,1,1
127,917840040558055424,Our Newest Story (Wildfires blaze in California) is being shared on Online News Gazette - https://t.co/x5VDBAqtFV https://t.co/BqdHgGOs35,1,1.0,1,1,1
128,917840110296752134,From #NOAANow - VIIRS Data Captures Raging Wildfires in California | https://t.co/xQ71RMDOTt #NOAA https://t.co/bwhyzXGXXg,1,1.0,1,1,1
129,917840814285443072,"Classless Trump Insults California By Sending Warm Respects During Wildfire https://t.co/sI9112aDDd https://t.co/hUJ9o9eps5

— #Resist (Z…",0,1.0,1,1,1
130,917841184814436353,"More updates on all those wildfires ... Napa, people had ""minutes"" to get out. Video: https://t.co/8Jxol3oR0j https://t.co/IVyJgJvjuj",1,1.0,1,1,1
131,917842240646664192,RT @wildfiretoday: Wildfires erupt overnight in California’s wine country https://t.co/NeTUqMkpOu https://t.co/6RY0tq0y9f,1,1.0,1,1,1
132,917842481575841792,15 dead as emergency crews continue to battle multiple fires tearing through wine country. https://t.co/sDngQjPs5o https://t.co/T4UKabCH8l,1,1.0,1,1,1
133,917842724551667712,"Santa Rosa California Wildfires Force Evacuations, Kill 10 People, Destroy Homes https://t.co/QnZwuCPMA7 https://t.co/POQ6Qj7QBS",1,1.0,1,1,1
134,917842924032929793,Photos Capture Apocalyptic Aftermath Of California #Wildfires https://t.co/rh7VHkjiBA https://t.co/2obDE52yvq,1,1.0,1,1,1
135,917843187187814400,We are only One hour away from our live updates for the wildfires/brush fires in California https://t.co/SN4CG5X6pT,0,0.0,0,0,0
136,917843997673996288,Campground at @RaceSonoma open to evacuees from Northern California wildfires https://t.co/2ahOZlJtAE https://t.co/HllYlk9DzD,1,1.0,1,1,1
137,917844223021293569,Whole neighborhoods wiped out in Santa Rosa as wildfires scorch California https://t.co/owZQHjkQjV https://t.co/KCtrsZAArp,1,1.0,1,1,1
138,917844462662967297,Climatologist explains why ‘the conditions are primed for fire’ in California https://t.co/sbN5XvdfDb https://t.co/a8Ugh9N8gc,0,1.0,1,1,1
139,917844475686162437,"MMA Fighter Suffers Burns Escaping California Fire, Lose His Olympic Gold Medal https://t.co/GdEts3oxaa #mma #ufc https://t.co/36eAwIPUaV",0,1.0,1,1,1
140,917844496137601024,Weather conditions will slowly improve for #California #wildfires onshore flow returns https://t.co/rbHUsIkbdC https://t.co/GpAKmLMQZc,1,1.0,1,1,1
141,917844519890153472,"Aftermath of a Fire
La Honda California
USA • 1976©jt

#blackandwhitephotography https://t.co/UIgeNLjREi",1,0.0,0,0,0
142,917845599642255360,15 now reported dead in California wine country wildfires and death toll expected to rise https://t.co/WaQ3EmO53c https://t.co/oH9OBUg6cQ,1,1.0,1,1,1
143,917846485965959168,RT @thisisinsider: Photos show how wildfires are ravaging parts of California's wine country https://t.co/wvlgd0FG7G https://t.co/q52MEr9Uxw,1,1.0,1,1,1
144,917847260200886275,The Latest: Trump vows help in fighting California wildfires https://t.co/J4sSqS08l9 https://t.co/kpBn5N429n,0,1.0,1,1,1
145,917847652062162944,"How did Western Wildfires start? ὣ3ὣ3ὣ3ὃ9
https://t.co/hkrwozu9Lu https://t.co/xaLlOsycKv",1,1.0,1,1,1
146,917848117084430336,"Neighborhoods swallowed up by flames as toll rises in California wildfires 
CLICK BELOW FOR FULL STORY...
... https://t.co/oVThY6RZWI",1,0.0,1,1,1
147,917848191051206656,"Deadly fires ravage California’s wine country, leaving at least 15 dead, more than 150 missi https://t.co/xM7AQZZ5pw https://t.co/25bqB3g4F4",1,1.0,1,1,1
148,917848209661112320,Is California safe? Latest travel update as deadly wildfires devastate US state https://t.co/VfJqvRaYZo https://t.co/9dVxJkShjP,1,1.0,1,1,1
149,917848283120394241,Thousands evacuate as wildfires burn up homes and businesses in California https://t.co/QeRlwH7FD2 https://t.co/DJ2SMjlmjv,1,1.0,1,1,1
150,917848318595751936,The California wildfires seen yesterday from space via @NASAEarthData. https://t.co/FdqTi7h6W4,0,0.0,1,1,1
151,917848503568818183,"RT @MoradNews: Photo of Santa Rosa city in #California, #US, before and after wildfire. #SantaRosaFire https://t.co/RVfZPmETlT",1,0.0,0,1,1
152,917849898963349510,"MMA Fighter Breaks Ankle Escaping California Fire, Upcoming UFC Bout in Doubt https://t.co/cvq9UXS0io https://t.co/DHhueb0Piv",0,1.0,1,1,1
153,917850123543171073,"The world's only 747 supertanker is fighting California's wildfires right now. 
https://t.co/2XsL0eSnoJ https://t.co/MJuZk8Ds2q",1,1.0,1,1,1
154,917850510400589824,RT @GrantJKidney: Deadly California wildfire caught on film... https://t.co/0FuzDzUC4p,1,0.0,0,0,0
155,917851111406604288,Time-lapse video shows Northern California wildfire smoke in SF Bay. https://t.co/dFi8uDCtJU https://t.co/W2jA56S4zM,0,1.0,1,1,1
156,917851589053943813,California's wildfires gave Disneyland an apocalyptic glow https://t.co/LRvGpKcC9n https://t.co/E5Nd9snQsf,0,1.0,1,1,1
157,917851921943318528,RT @THV11: California wildfires are visible from space using nighttime imaging https://t.co/VkDyrP7NyV https://t.co/87WXbYxd2T,0,1.0,1,1,1
158,917851944420610049,Smoke from N. California wildfires drifting into Central Oregon. Cold front should push smoke out of area tonight https://t.co/xY1EtaCdo0,1,0.0,0,0,0
159,917852446898102272,"California on fire, as seen from space. Aqua satellite, dated 9 Oct 2017 at 21:50 UTC (2:50 PM local time). https://t.co/xdXOTk18w6",0,0.0,0,0,0
160,917852634408783872,Wildfires in California created an orange glow over Disneyland. Latest updates: https://t.co/I87Kd0cVsQ https://t.co/ACgj9hyjNJ,0,1.0,1,1,1
161,917853524301623298,Smoke from California wildfires fills sky at Disneyland https://t.co/dgzhgY3x8V https://t.co/UMVxfkkOVP,1,1.0,1,1,1
162,917854866571255808,California's deadly wildfires kill over a dozen people https://t.co/gZxgnbygnU https://t.co/rsx9Eb7uGS,1,1.0,1,1,1
163,917855444475023361,Safari park's #Animals in 'very dangerous' situation in wake of California #Wildfires https://t.co/JkljaP5Rko https://t.co/sMzcsWFrpD,1,1.0,1,1,1
164,917855837254770688,60 GeoEngineered Fire Storms in Northern California Out of Nowhere https://t.co/vsoAI0Zpn8 https://t.co/H6LxsUbxSZ,1,1.0,1,1,1
165,917856015219154945,"California Wildfires: Wine Costs Could Spike, But That's Not All https://t.co/fxOzme0NYO https://t.co/XRM1KSNFvV",1,1.0,1,1,1
166,917856082457894912,California on Fire: These Female Inmates Are Fighting the Blazes https://t.co/Mz71MkySC1 https://t.co/dPPpiZkCKC,1,1.0,1,1,1
167,917856156059623424,"Latest Forecast for CA Wildfires

From The Weather Channel iPhone App https://t.co/5Ds8wOoIBI https://t.co/7ipI1iS0mB",1,1.0,1,1,1
168,917856722315874306,California #wildfires devour area size of a football field every 3 seconds https://t.co/P0pGA2ypW4 https://t.co/nW5cENE0Xf,1,1.0,1,1,1
169,917857421250441218,California wildfires: As Trump pledges help here's what travellers need to know https://t.co/gDDzmRziIl https://t.co/4CJ2xl5Ume,1,1.0,1,1,1
170,917857531656933376,Alliance Family Impacted by California Wildfires https://t.co/EnQYj7udp4 https://t.co/4JN51o5JPc,1,1.0,1,1,1
171,917858042615656448,Join us in praying for those affected by the California wildfires. Psalm 91:1 (ESV) https://t.co/bt3H0EcEow,1,0.0,0,0,0
